t,neuron
18.4,200
18.4,500
18.4,2800
18.4,4600
18.4,5000
18.4,9400
18.4,12200
18.5,3300
18.5,6000
18.5,6300
18.5,6900
18.5,10800
18.8,600
18.9,2000
18.9,5800
19,2900
19.1,1000
19.2,10000
19.2,11900
19.3,700
19.3,4000
19.3,8700
19.3,8800
19.4,1800
19.4,2400
19.4,2700
19.4,4900
19.4,6400
19.4,8000
19.4,11800
19.5,1900
19.5,5400
19.5,6700
19.5,10100
19.5,10200
19.6,300
19.6,2500
19.6,3200
19.6,6800
19.6,9700
19.6,10700
19.6,11700
19.6,12100
19.7,1600
19.7,3100
19.7,3500
19.7,3600
19.7,3700
19.7,4200
19.7,4400
19.7,4700
19.7,5500
19.7,9000
19.7,9200
19.7,9600
19.7,9800
19.7,10500
19.7,11300
19.7,12400
19.8,3900
19.8,5900
19.8,6100
19.8,8200
19.8,8500
19.9,4500
19.9,10400
20,6600
20.1,2100
20.1,8300
20.2,2300
20.2,11100
20.3,800
20.4,7900
20.4,11200
20.6,5200
20.6,7600
20.9,5700
20.9,6500
20.9,11400
20.9,11600
21,400
21,1200
21,1300
21,7000
21.1,1100
21.1,3400
21.1,4100
21.1,4800
21.1,5600
21.1,9300
21.1,9500
21.2,100
21.2,200
21.2,900
21.2,1500
21.2,1700
21.2,2200
21.2,2600
21.2,2800
21.2,3000
21.2,3800
21.2,4600
21.2,5000
21.2,6200
21.2,7100
21.2,7300
21.2,7500
21.2,7700
21.2,7800
21.2,8100
21.2,8600
21.2,9400
21.2,9900
21.2,10600
21.2,11000
21.2,11500
21.2,12200
21.3,500
21.3,5300
21.3,8400
21.3,12000
21.3,12300
21.4,600
21.4,5100
21.4,6000
21.5,3300
21.5,10300
21.7,2000
21.7,6900
21.7,10900
21.8,1000
21.8,1400
21.9,8900
21.9,10800
22.2,6300
22.2,7200
22.4,5800
22.5,4300
22.5,8700
22.5,10000
22.6,7400
22.7,300
22.7,700
22.7,1800
22.7,1900
22.7,2400
22.7,2700
22.7,2900
22.7,3100
22.7,3500
22.7,3600
22.7,3700
22.7,3900
22.7,4000
22.7,4200
22.7,4400
22.7,4700
22.7,4900
22.7,5400
22.7,5500
22.7,5900
22.7,6100
22.7,6400
22.7,6700
22.7,6800
22.7,8000
22.7,8200
22.7,8500
22.7,9000
22.7,9100
22.7,9200
22.7,9600
22.7,9700
22.7,9800
22.7,10100
22.7,10200
22.7,10400
22.7,10500
22.7,10700
22.7,11200
22.7,11300
22.7,11700
22.7,11800
22.7,11900
22.7,12100
22.7,12400
22.8,2300
22.8,3200
22.8,4500
22.8,11100
22.9,1600
22.9,2500
22.9,7600
22.9,8300
23.2,2100
23.3,6600
23.3,8800
23.6,800
23.8,7900
23.9,5200
24.2,100
24.2,200
24.2,400
24.2,500
24.2,900
24.2,1100
24.2,1200
24.2,1300
24.2,1500
24.2,2800
24.2,3000
24.2,3400
24.2,4100
24.2,4600
24.2,5000
24.2,5100
24.2,5300
24.2,5600
24.2,5700
24.2,6000
24.2,6200
24.2,6500
24.2,7000
24.2,7100
24.2,7300
24.2,7700
24.2,8100
24.2,8400
24.2,8600
24.2,9300
24.2,9400
24.2,9900
24.2,10600
24.2,11000
24.2,12000
24.2,12200
24.3,600
24.3,2200
24.3,2600
24.3,3300
24.3,3800
24.3,4800
24.3,7500
24.3,7800
24.3,9500
24.3,11400
24.3,11500
24.3,12300
24.4,1000
24.4,11600
24.9,1700
24.9,2000
24.9,10900
25.2,10300
25.3,10800
25.6,1400
25.7,300
25.7,700
25.7,1600
25.7,1800
25.7,2400
25.7,2700
25.7,3100
25.7,3500
25.7,3600
25.7,3700
25.7,4000
25.7,4200
25.7,4400
25.7,4700
25.7,4900
25.7,5400
25.7,5500
25.7,5800
25.7,5900
25.7,6100
25.7,6300
25.7,6400
25.7,6700
25.7,6900
25.7,7200
25.7,8000
25.7,8200
25.7,8500
25.7,8700
25.7,8900
25.7,9200
25.7,9600
25.7,9700
25.7,9800
25.7,10000
25.7,10100
25.7,10500
25.7,10700
25.7,11200
25.7,11300
25.7,11700
25.7,11800
25.7,11900
25.8,1900
25.8,2100
25.8,2300
25.8,3200
25.8,3900
25.8,4500
25.8,6800
25.8,7600
25.8,9100
25.8,10200
25.8,10400
25.8,12100
25.8,12400
25.9,2500
25.9,8300
25.9,11100
26,9000
26.2,4300
26.4,6600
26.6,8800
26.8,800
26.8,7400
27.2,100
27.2,200
27.2,400
27.2,900
27.2,1100
27.2,1200
27.2,1300
27.2,2900
27.2,3000
27.2,3400
27.2,4100
27.2,4600
27.2,4800
27.2,5000
27.2,5100
27.2,5200
27.2,5300
27.2,5600
27.2,5700
27.2,6000
27.2,6200
27.2,6500
27.2,7300
27.2,7500
27.2,7700
27.2,7800
27.2,7900
27.2,8100
27.2,8400
27.2,8600
27.2,9300
27.2,9400
27.2,9900
27.2,11000
27.2,12200
27.3,1000
27.3,1500
27.3,2200
27.3,2600
27.3,2800
27.3,3300
27.3,3800
27.3,7100
27.3,9500
27.3,10600
27.3,11600
27.3,12300
27.4,7000
27.4,11400
27.5,12000
27.6,2000
27.8,11500
27.9,500
27.9,1700
28.1,600
28.1,10900
28.2,10300
28.7,300
28.7,700
28.7,1400
28.7,1600
28.7,1800
28.7,1900
28.7,2300
28.7,2700
28.7,3100
28.7,3200
28.7,3500
28.7,3600
28.7,3700
28.7,3900
28.7,4000
28.7,4200
28.7,4300
28.7,4400
28.7,4700
28.7,4900
28.7,5500
28.7,5800
28.7,5900
28.7,6100
28.7,6300
28.7,6400
28.7,6700
28.7,6900
28.7,8000
28.7,8200
28.7,8500
28.7,8700
28.7,8800
28.7,8900
28.7,9200
28.7,9600
28.7,9700
28.7,9800
28.7,10000
28.7,10200
28.7,10500
28.7,10700
28.7,10800
28.7,11200
28.7,11300
28.7,11700
28.7,11800
28.8,2100
28.8,2400
28.8,2500
28.8,4500
28.8,5400
28.8,6800
28.8,7200
28.8,7600
28.8,10100
28.8,10400
28.8,11100
28.8,11900
28.8,12100
28.8,12400
29.2,8300
29.3,6600
30.2,100
30.2,200
30.2,400
30.2,500
30.2,800
30.2,900
30.2,1100
30.2,1200
30.2,1300
30.2,2200
30.2,3000
30.2,3400
30.2,3800
30.2,4100
30.2,4600
30.2,5000
30.2,5300
30.2,5600
30.2,5700
30.2,6000
30.2,6200
30.2,6500
30.2,7300
30.2,7500
30.2,7700
30.2,7800
30.2,7900
30.2,8100
30.2,8400
30.2,8600
30.2,9000
30.2,9100
30.2,9300
30.2,11000
30.2,11600
30.2,12200
30.3,1000
30.3,1500
30.3,2600
30.3,2800
30.3,3300
30.3,4800
30.3,5100
30.3,5200
30.3,9400
30.3,9500
30.3,9900
30.3,10600
30.5,2000
30.5,7400
30.5,11400
30.5,12000
30.9,10900
30.9,12300
31.4,7000
31.5,2900
31.5,10300
31.6,600
31.7,300
31.7,700
31.7,1400
31.7,1600
31.7,1700
31.7,1800
31.7,1900
31.7,2100
31.7,2300
31.7,2500
31.7,2700
31.7,3100
31.7,3200
31.7,3500
31.7,3700
31.7,3900
31.7,4000
31.7,4200
31.7,4300
31.7,4400
31.7,4500
31.7,4700
31.7,4900
31.7,5400
31.7,5500
31.7,5800
31.7,5900
31.7,6100
31.7,6300
31.7,6400
31.7,6700
31.7,6900
31.7,7100
31.7,8000
31.7,8200
31.7,8500
31.7,8700
31.7,8800
31.7,8900
31.7,9200
31.7,9600
31.7,9700
31.7,9800
31.7,10000
31.7,10100
31.7,10200
31.7,10500
31.7,10700
31.7,10800
31.7,11200
31.7,11300
31.7,11500
31.7,11700
31.7,11800
31.7,12100
31.7,12400
31.8,2400
31.8,3600
31.8,6800
31.8,7600
31.8,8300
31.8,10400
31.8,11100
31.8,11900
32.2,7200
33.2,100
33.2,200
33.2,400
33.2,500
33.2,800
33.2,900
33.2,1100
33.2,1200
33.2,1300
33.2,2600
33.2,3000
33.2,3300
33.2,3400
33.2,3800
33.2,4100
33.2,4600
33.2,5000
33.2,5300
33.2,5600
33.2,5700
33.2,6000
33.2,6200
33.2,6500
33.2,6600
33.2,7300
33.2,7700
33.2,7800
33.2,7900
33.2,8100
33.2,8400
33.2,8600
33.2,9000
33.2,9300
33.2,9400
33.2,11000
33.2,11600
33.2,12200
33.3,1000
33.3,1500
33.3,2200
33.3,2800
33.3,4800
33.3,5100
33.3,5200
33.3,7500
33.3,9100
33.3,9900
33.3,10600
33.4,2000
33.4,9500
33.5,11400
33.6,12000
33.8,12300
34.4,10900
34.6,7400
34.7,300
34.7,600
34.7,700
34.7,1400
34.7,1600
34.7,1700
34.7,1800
34.7,1900
34.7,2300
34.7,2500
34.7,2700
34.7,3100
34.7,3500
34.7,3700
34.7,3900
34.7,4000
34.7,4200
34.7,4300
34.7,4400
34.7,4700
34.7,4900
34.7,5400
34.7,5500
34.7,5800
34.7,5900
34.7,6100
34.7,6300
34.7,6400
34.7,6700
34.7,7100
34.7,8000
34.7,8200
34.7,8500
34.7,8700
34.7,8800
34.7,9200
34.7,9700
34.7,9800
34.7,10000
34.7,10100
34.7,10200
34.7,10300
34.7,10500
34.7,10700
34.7,10800
34.7,11200
34.7,11300
34.7,11700
34.7,11800
34.7,11900
34.7,12100
34.7,12400
34.8,2100
34.8,2400
34.8,3200
34.8,3600
34.8,4500
34.8,6800
34.8,6900
34.8,7000
34.8,7600
34.8,8900
34.8,9600
34.8,10400
34.8,11100
34.8,11500
35.3,8300
35.6,7200
36.2,100
36.2,200
36.2,400
36.2,500
36.2,800
36.2,900
36.2,1100
36.2,1200
36.2,1300
36.2,2600
36.2,2900
36.2,3000
36.2,3400
36.2,3800
36.2,4100
36.2,4600
36.2,4800
36.2,5000
36.2,5100
36.2,5300
36.2,5600
36.2,5700
36.2,6000
36.2,6200
36.2,6500
36.2,7300
36.2,7500
36.2,7700
36.2,7800
36.2,7900
36.2,8100
36.2,8400
36.2,8600
36.2,9000
36.2,9300
36.2,9400
36.2,9900
36.2,11000
36.2,12200
36.3,1000
36.3,1500
36.3,2000
36.3,2800
36.3,3300
36.3,5200
36.3,9100
36.3,10600
36.3,11600
36.3,12300
36.4,2200
36.4,11400
36.5,6600
36.5,9500
37,12000
37.7,300
37.7,600
37.7,700
37.7,1400
37.7,1600
37.7,1700
37.7,1800
37.7,1900
37.7,2100
37.7,2300
37.7,2700
37.7,3100
37.7,3200
37.7,3500
37.7,3700
37.7,3900
37.7,4000
37.7,4200
37.7,4300
37.7,4400
37.7,4700
37.7,4900
37.7,5400
37.7,5500
37.7,5800
37.7,5900
37.7,6100
37.7,6300
37.7,6400
37.7,6700
37.7,6900
37.7,7100
37.7,7600
37.7,8000
37.7,8200
37.7,8500
37.7,8700
37.7,8800
37.7,8900
37.7,9200
37.7,9600
37.7,9700
37.7,9800
37.7,10000
37.7,10100
37.7,10200
37.7,10300
37.7,10500
37.7,10700
37.7,10800
37.7,10900
37.7,11200
37.7,11300
37.7,11700
37.7,11800
37.7,11900
37.7,12100
37.7,12400
37.8,2400
37.8,3600
37.8,6800
37.8,7000
37.8,7400
37.8,8300
37.8,10400
37.8,11100
37.8,11500
37.9,7200
38.2,2500
38.7,4500
39.2,100
39.2,200
39.2,400
39.2,800
39.2,900
39.2,1100
39.2,1200
39.2,1300
39.2,2000
39.2,2200
39.2,2600
39.2,3000
39.2,3300
39.2,3400
39.2,4100
39.2,4600
39.2,4800
39.2,5000
39.2,5100
39.2,5300
39.2,5600
39.2,5700
39.2,6000
39.2,6500
39.2,7300
39.2,7500
39.2,7700
39.2,7800
39.2,7900
39.2,8100
39.2,8400
39.2,8600
39.2,9100
39.2,9300
39.2,9400
39.2,9500
39.2,11000
39.2,11400
39.2,11600
39.2,12200
39.3,500
39.3,1000
39.3,1500
39.3,2800
39.3,3800
39.3,5200
39.3,6200
39.3,9900
39.3,10600
39.3,12300
39.4,6600
40.3,2900
40.3,9000
40.7,300
40.7,600
40.7,700
40.7,1400
40.7,1600
40.7,1700
40.7,1800
40.7,1900
40.7,2100
40.7,2300
40.7,2400
40.7,2700
40.7,3100
40.7,3200
40.7,3500
40.7,3700
40.7,4000
40.7,4200
40.7,4300
40.7,4400
40.7,4700
40.7,4900
40.7,5400
40.7,5500
40.7,5800
40.7,6100
40.7,6300
40.7,6400
40.7,6700
40.7,7000
40.7,7100
40.7,7600
40.7,8000
40.7,8200
40.7,8500
40.7,8700
40.7,8800
40.7,9200
40.7,9700
40.7,9800
40.7,10000
40.7,10200
40.7,10300
40.7,10400
40.7,10500
40.7,10700
40.7,10900
40.7,11200
40.7,11300
40.7,11700
40.7,11800
40.7,11900
40.7,12000
40.7,12100
40.7,12400
40.8,3600
40.8,3900
40.8,6800
40.8,6900
40.8,7200
40.8,8300
40.8,8900
40.8,9600
40.8,10100
40.8,10800
40.8,11100
40.8,11500
41,7400
41.3,2500
41.5,5900
42.2,100
42.2,200
42.2,400
42.2,800
42.2,900
42.2,1100
42.2,1200
42.2,1300
42.2,2200
42.2,2600
42.2,3000
42.2,3400
42.2,3800
42.2,4100
42.2,4500
42.2,4600
42.2,5000
42.2,5200
42.2,5300
42.2,5600
42.2,5700
42.2,6000
42.2,6200
42.2,6500
42.2,6600
42.2,7300
42.2,7700
42.2,7800
42.2,7900
42.2,8100
42.2,8400
42.2,8600
42.2,9100
42.2,9300
42.2,9400
42.2,9500
42.2,9900
42.2,11000
42.2,11600
42.2,12200
42.2,12300
42.3,500
42.3,1500
42.3,2000
42.3,2800
42.3,3300
42.3,4800
42.3,5100
42.3,7500
42.3,10600
42.4,1000
42.6,11400
43.7,300
43.7,600
43.7,700
43.7,1400
43.7,1600
43.7,1700
43.7,1800
43.7,1900
43.7,2100
43.7,2300
43.7,2400
43.7,2700
43.7,3100
43.7,3200
43.7,3500
43.7,3700
43.7,3900
43.7,4000
43.7,4200
43.7,4300
43.7,4400
43.7,4700
43.7,4900
43.7,5400
43.7,5500
43.7,5800
43.7,6100
43.7,6300
43.7,6400
43.7,6700
43.7,6900
43.7,7100
43.7,7200
43.7,7600
43.7,8000
43.7,8200
43.7,8500
43.7,8700
43.7,8800
43.7,8900
43.7,9200
43.7,9600
43.7,9700
43.7,9800
43.7,10000
43.7,10100
43.7,10200
43.7,10300
43.7,10400
43.7,10500
43.7,10700
43.7,10900
43.7,11200
43.7,11300
43.7,11500
43.7,11700
43.7,11800
43.7,12000
43.7,12100
43.7,12400
43.8,3600
43.8,6800
43.8,7000
43.8,8300
43.8,10800
43.8,11100
43.8,11900
43.9,7400
44,2500
44.1,9000
44.3,5900
45.2,100
45.2,200
45.2,400
45.2,800
45.2,900
45.2,1100
45.2,1200
45.2,1300
45.2,2000
45.2,2600
45.2,2900
45.2,3000
45.2,3300
45.2,3400
45.2,3800
45.2,4100
45.2,4600
45.2,4800
45.2,5000
45.2,5100
45.2,5300
45.2,5600
45.2,5700
45.2,6000
45.2,6200
45.2,6500
45.2,6600
45.2,7300
45.2,7500
45.2,7700
45.2,7900
45.2,8100
45.2,8400
45.2,8600
45.2,9100
45.2,9300
45.2,9400
45.2,9500
45.2,9900
45.2,11000
45.2,12200
45.2,12300
45.3,500
45.3,1000
45.3,1500
45.3,2200
45.3,2800
45.3,5200
45.3,10600
45.3,11600
45.8,4500
45.8,7800
46.5,11400
46.7,300
46.7,600
46.7,700
46.7,1400
46.7,1600
46.7,1700
46.7,1800
46.7,1900
46.7,2100
46.7,2400
46.7,2700
46.7,3100
46.7,3200
46.7,3500
46.7,3600
46.7,3700
46.7,3900
46.7,4000
46.7,4200
46.7,4300
46.7,4400
46.7,4700
46.7,4900
46.7,5400
46.7,5500
46.7,5800
46.7,6100
46.7,6300
46.7,6400
46.7,6700
46.7,6900
46.7,7100
46.7,7600
46.7,8000
46.7,8200
46.7,8500
46.7,8700
46.7,8800
46.7,8900
46.7,9200
46.7,9600
46.7,9700
46.7,9800
46.7,10000
46.7,10200
46.7,10300
46.7,10500
46.7,10700
46.7,10900
46.7,11100
46.7,11200
46.7,11300
46.7,11500
46.7,11700
46.7,11800
46.7,12000
46.7,12100
46.7,12400
46.8,2300
46.8,6800
46.8,7000
46.8,7200
46.8,8300
46.8,10100
46.8,10400
46.8,10800
47.2,5900
47.3,2500
47.3,7400
47.4,9000
47.8,11900
48.2,100
48.2,200
48.2,500
48.2,800
48.2,900
48.2,1100
48.2,1200
48.2,1300
48.2,2600
48.2,3000
48.2,3400
48.2,3800
48.2,4100
48.2,4600
48.2,4800
48.2,5000
48.2,5300
48.2,5600
48.2,5700
48.2,6000
48.2,6200
48.2,6500
48.2,7300
48.2,7500
48.2,7700
48.2,7900
48.2,8100
48.2,8400
48.2,8600
48.2,9300
48.2,9500
48.2,9900
48.2,11000
48.2,12200
48.2,12300
48.3,400
48.3,1000
48.3,2000
48.3,2800
48.3,3300
48.3,5200
48.3,6600
48.3,9100
48.3,9400
48.3,10600
48.4,1500
48.4,7800
48.5,2200
48.5,11600
49.2,2900
49.4,5100
49.7,300
49.7,600
49.7,700
49.7,1400
49.7,1600
49.7,1700
49.7,1800
49.7,1900
49.7,2100
49.7,2300
49.7,2700
49.7,3100
49.7,3200
49.7,3500
49.7,3700
49.7,3900
49.7,4000
49.7,4200
49.7,4300
49.7,4400
49.7,4500
49.7,4700
49.7,4900
49.7,5400
49.7,5500
49.7,5800
49.7,5900
49.7,6100
49.7,6300
49.7,6400
49.7,6700
49.7,6800
49.7,6900
49.7,7000
49.7,7100
49.7,7200
49.7,7600
49.7,8000
49.7,8200
49.7,8500
49.7,8700
49.7,8800
49.7,9200
49.7,9700
49.7,9800
49.7,10000
49.7,10100
49.7,10200
49.7,10300
49.7,10400
49.7,10500
49.7,10700
49.7,10800
49.7,10900
49.7,11100
49.7,11200
49.7,11300
49.7,11400
49.7,11500
49.7,11700
49.7,11800
49.7,12100
49.7,12400
49.8,2400
49.8,3600
49.8,8900
49.9,8300
49.9,9600
50,12000
50.2,2500
50.7,9000
50.8,7400
51.2,100
51.2,200
51.2,400
51.2,500
51.2,800
51.2,900
51.2,1100
51.2,1200
51.2,1300
51.2,2000
51.2,2600
51.2,3000
51.2,3300
51.2,3400
51.2,3800
51.2,4100
51.2,4600
51.2,4800
51.2,5000
51.2,5300
51.2,5600
51.2,5700
51.2,6000
51.2,6200
51.2,6500
51.2,7300
51.2,7500
51.2,7700
51.2,7800
51.2,7900
51.2,8100
51.2,8400
51.2,8600
51.2,9300
51.2,9400
51.2,9900
51.2,11000
51.2,11600
51.2,12200
51.3,1000
51.3,2800
51.3,5200
51.3,6600
51.3,9100
51.3,9500
51.3,10600
51.3,12300
51.4,1500
51.5,2200
51.6,11900
52.7,300
52.7,600
52.7,700
52.7,1400
52.7,1600
52.7,1700
52.7,1800
52.7,1900
52.7,2100
52.7,2300
52.7,2700
52.7,2900
52.7,3100
52.7,3500
52.7,3700
52.7,3900
52.7,4000
52.7,4200
52.7,4300
52.7,4400
52.7,4700
52.7,4900
52.7,5100
52.7,5400
52.7,5500
52.7,5900
52.7,6100
52.7,6300
52.7,6400
52.7,6700
52.7,7100
52.7,8200
52.7,8500
52.7,8700
52.7,8800
52.7,9200
52.7,9700
52.7,9800
52.7,10000
52.7,10100
52.7,10200
52.7,10300
52.7,10500
52.7,10700
52.7,10900
52.7,11200
52.7,11300
52.7,11400
52.7,11500
52.7,11700
52.7,11800
52.7,12100
52.7,12400
52.8,2400
52.8,2500
52.8,3200
52.8,3600
52.8,5800
52.8,6800
52.8,6900
52.8,7000
52.8,7200
52.8,7600
52.8,8000
52.8,8300
52.8,8900
52.8,9600
52.8,10800
52.8,11100
52.9,4500
52.9,10400
54.1,12000
54.2,100
54.2,200
54.2,500
54.2,800
54.2,900
54.2,1100
54.2,1200
54.2,1300
54.2,2000
54.2,2600
54.2,3000
54.2,3400
54.2,4100
54.2,4600
54.2,4800
54.2,5000
54.2,5300
54.2,5600
54.2,5700
54.2,6000
54.2,6200
54.2,6500
54.2,7300
54.2,7500
54.2,7700
54.2,7800
54.2,8100
54.2,8400
54.2,8600
54.2,9000
54.2,9300
54.2,9400
54.2,9500
54.2,9900
54.2,11000
54.2,11600
54.2,12200
54.2,12300
54.3,400
54.3,1000
54.3,2200
54.3,2800
54.3,3300
54.3,3800
54.3,5200
54.3,7900
54.3,9100
54.3,10600
54.4,1500
54.4,11900
54.5,6600
55.7,300
55.7,600
55.7,700
55.7,1400
55.7,1700
55.7,1800
55.7,1900
55.7,2100
55.7,2300
55.7,2700
55.7,3100
55.7,3200
55.7,3500
55.7,3600
55.7,3900
55.7,4000
55.7,4200
55.7,4300
55.7,4400
55.7,4700
55.7,4900
55.7,5100
55.7,5400
55.7,5500
55.7,5800
55.7,5900
55.7,6100
55.7,6300
55.7,6400
55.7,6700
55.7,6900
55.7,7100
55.7,7400
55.7,8000
55.7,8200
55.7,8500
55.7,8700
55.7,8800
55.7,9200
55.7,9700
55.7,9800
55.7,10000
55.7,10100
55.7,10200
55.7,10300
55.7,10500
55.7,10700
55.7,10900
55.7,11200
55.7,11300
55.7,11400
55.7,11500
55.7,11700
55.7,11800
55.7,12100
55.7,12400
55.8,1600
55.8,2400
55.8,2500
55.8,3700
55.8,4500
55.8,6800
55.8,7000
55.8,7200
55.8,7600
55.8,8300
55.8,8900
55.8,10800
55.8,11100
55.9,9600
56,10400
57.2,100
57.2,200
57.2,500
57.2,800
57.2,900
57.2,1100
57.2,1200
57.2,1300
57.2,2600
57.2,2900
57.2,3000
57.2,3400
57.2,4100
57.2,4600
57.2,4800
57.2,5000
57.2,5300
57.2,5600
57.2,5700
57.2,6000
57.2,6200
57.2,6500
57.2,7300
57.2,7700
57.2,7800
57.2,7900
57.2,8400
57.2,8600
57.2,9100
57.2,9300
57.2,9900
57.2,11000
57.2,12200
57.2,12300
57.3,400
57.3,2000
57.3,2800
57.3,3300
57.3,3800
57.3,5200
57.3,6600
57.3,7500
57.3,8100
57.3,9000
57.3,9400
57.3,9500
57.3,11600
57.3,11900
57.4,1000
57.4,10600
57.5,2200
57.6,1500
58.1,12000
58.7,300
58.7,600
58.7,700
58.7,1400
58.7,1600
58.7,1700
58.7,1800
58.7,1900
58.7,2100
58.7,2300
58.7,2500
58.7,2700
58.7,3100
58.7,3200
58.7,3500
58.7,3600
58.7,3900
58.7,4000
58.7,4200
58.7,4300
58.7,4400
58.7,4700
58.7,4900
58.7,5100
58.7,5400
58.7,5500
58.7,5900
58.7,6100
58.7,6300
58.7,6400
58.7,6700
58.7,6900
58.7,7100
58.7,8000
58.7,8200
58.7,8500
58.7,8700
58.7,8800
58.7,9200
58.7,9700
58.7,9800
58.7,10000
58.7,10100
58.7,10200
58.7,10300
58.7,10500
58.7,10700
58.7,10800
58.7,10900
58.7,11100
58.7,11200
58.7,11300
58.7,11400
58.7,11500
58.7,11700
58.7,11800
58.7,12100
58.7,12400
58.8,2400
58.8,3700
58.8,5800
58.8,7000
58.8,7400
58.8,7600
58.8,8900
58.9,6800
58.9,8300
58.9,9600
58.9,10400
59.3,7200
59.7,4500
60.2,100
60.2,200
60.2,400
60.2,500
60.2,800
60.2,900
60.2,1100
60.2,1200
60.2,1300
60.2,2000
60.2,2600
60.2,2800
60.2,3000
60.2,3400
60.2,3800
60.2,4100
60.2,4600
60.2,4800
60.2,5000
60.2,5300
60.2,5600
60.2,5700
60.2,6000
60.2,6200
60.2,6500
60.2,7300
60.2,7700
60.2,7800
60.2,7900
60.2,8100
60.2,8400
60.2,8600
60.2,9100
60.2,9300
60.2,9400
60.2,9900
60.2,11000
60.2,12200
60.3,1500
60.3,2200
60.3,3300
60.3,5200
60.3,6600
60.3,7500
60.3,9500
60.3,11600
60.3,12300
60.4,1000
60.5,11900
60.7,10600
61.2,9000
61.5,12000
61.7,300
61.7,700
61.7,1400
61.7,1600
61.7,1700
61.7,1800
61.7,1900
61.7,2100
61.7,2300
61.7,2400
61.7,2500
61.7,2700
61.7,2900
61.7,3100
61.7,3200
61.7,3500
61.7,3700
61.7,3900
61.7,4000
61.7,4200
61.7,4300
61.7,4400
61.7,4700
61.7,4900
61.7,5100
61.7,5400
61.7,5500
61.7,5800
61.7,6100
61.7,6300
61.7,6400
61.7,6700
61.7,6900
61.7,7000
61.7,7100
61.7,7200
61.7,8000
