t,neuron
89.1588,5650
89.2712,5350
89.2764,6600
89.2783,2050
89.3193,3300
89.3366,2900
89.4836,550
89.4654,1050
89.4702,9150
89.4993,6500
89.7313,1800
89.9161,1650
89.9477,6300
90.0215,500
90.1243,1350
90.1318,6800
90.2223,3650
90.2611,8050
90.2645,4200
90.3322,3100
90.6381,3900
90.8236,1400
91.0676,6950
91.199,5150
91.4127,1300
91.5936,2850
91.7514,4000
91.7848,1900
91.8955,3450
92.1381,1250
92.133,4750
92.428,1850
93.2205,7000
93.5626,650
93.8454,2800
94.1369,8000
94.2759,7850
94.6244,4400
94.76,4050
94.8305,4950
94.9085,450
94.9291,5250
94.9048,5500
94.9977,6700
95.296,1750
95.3281,7250
95.4863,7900
95.5126,9450
95.5283,7150
95.7411,9300
95.7122,8750
95.7495,2400
95.7647,5800
95.8079,8600
95.8221,4550
95.8868,9800
96.0653,4200
96.0898,4300
96.1461,9500
96.1582,4850
96.2258,7700
96.2511,5450
96.3322,8200
96.4253,2750
96.5491,3700
96.5957,3750
96.6689,6450
96.6673,4150
96.7357,7650
96.8699,8150
96.9803,900
97.2715,4800
97.4197,9250
97.6662,7550
98.779,4500
98.857,200
98.9113,3200
99.0768,5950
99.3971,7600
99.3876,3900
99.8864,9850
100.231,1400
100.3,2000
100.263,9750
100.373,8500
100.365,750
100.389,2500
100.4,1800
100.646,4350
100.664,5850
100.679,7050
100.736,3000
100.888,850
100.937,50
101.029,4450
101.268,7800
101.312,2450
101.427,4650
101.514,9050
101.514,350
101.728,2950
101.77,8250
102.023,8450
102.125,6750
102.125,8400
102.317,6350
102.382,8800
102.411,100
102.417,7100
102.519,5000
102.594,6550
102.639,5650
102.691,5100
102.794,7950
102.84,3100
102.869,3050
102.953,2150
102.995,550
103.135,3700
103.188,8350
103.36,1950
103.46,9100
103.485,6400
103.551,4000
103.605,1050
103.928,250
104.017,2600
104.017,6300
104.202,5350
104.311,8200
104.339,7200
104.351,5750
104.362,3650
104.396,9450
104.452,9950
104.514,1750
104.516,7300
104.717,3550
104.966,7450
105.074,5800
105.232,2850
105.382,4950
105.802,3200
105.815,7850
106.666,7000
106.95,7750
107.121,5250
107.216,6900
107.237,9800
107.489,4300
107.526,1300
107.66,1450
108.109,9300
108.291,2050
108.272,6600
108.543,500
108.82,8150
108.828,8050
108.876,7250
109.134,6100
109.138,7650
109.148,4850
109.22,8300
109.254,1650
109.367,7050
109.429,5150
109.393,4450
109.453,4250
109.616,8900
109.602,7400
109.743,5600
109.746,8550
109.791,3750
109.863,1700
109.82,2750
109.882,5200
109.916,1000
109.952,9500
110.133,5650
110.395,4500
110.724,5900
110.782,3400
110.927,9150
110.972,7550
111.027,6800
111.076,8750
111.096,8800
111.284,3900
111.291,7900
111.416,6200
112.233,8600
112.578,6500
112.572,9700
113.569,4600
113.64,150
113.73,8350
113.961,7300
114.014,8000
114.126,1800
114.411,4200
114.432,7700
114.575,3300
114.593,9550
115.103,450
115.177,5800
115.315,2500
115.336,7950
115.709,4350
115.775,6450
115.83,5350
115.881,2800
116.046,8700
116.829,1900
116.878,9050
116.921,800
116.933,1750
117.05,2550
117.122,5950
117.216,550
117.385,2400
117.411,5000
117.416,8950
117.45,7600
117.656,100
117.836,2200
118.141,750
118.202,9850
118.427,3650
118.586,350
118.568,7250
118.645,5450
118.645,1400
118.703,8550
118.704,4900
118.749,200
118.805,4400
118.832,6150
118.83,9950
118.845,9800
118.877,6750
118.908,3750
118.963,2050
119.002,9100
119.021,8250
119.16,7800
119.238,3600
119.308,9750
119.374,4300
119.385,7850
119.402,5700
119.451,3700
119.563,6100
119.578,7150
119.707,8200
119.786,0
119.865,6600
119.886,3100
119.948,5750
119.949,4450
119.95,2900
119.953,3050
120.05,9450
120.061,1000
120.098,8750
120.218,2850
120.213,3900
120.218,900
120.247,6650
120.275,3850
120.294,5650
120.418,6700
120.567,8400
120.643,500
