t,neuron
223.8,7650
224,3400
224.1,100
224.1,1150
224.1,8400
224.3,3700
224.6,4300
224.6,6550
224.7,4850
224.8,6100
225.1,5350
225.3,8750
225.5,5900
225.6,4150
226,2600
226.3,5850
226.4,2350
226.6,1300
226.7,5650
226.7,6300
226.7,7850
226.9,3050
226.9,5200
227,2250
227.1,8900
227.2,8100
227.3,7600
227.4,4950
227.4,7150
227.7,5150
227.7,8850
227.9,1050
227.9,8650
228,5800
228,6900
228.1,6750
228.2,450
228.2,1950
228.2,7950
228.3,200
228.3,7900
228.4,2050
228.4,7200
228.6,8050
228.7,5700
228.8,5600
228.9,900
228.9,8300
229.2,50
229.2,5000
229.2,9700
229.3,1800
229.6,4350
229.6,4500
229.6,7050
229.7,850
229.7,9100
229.8,2750
229.8,3100
229.8,3550
229.8,7700
229.8,8450
229.8,9450
229.9,500
230,1900
230.1,6600
230.2,8700
230.3,5950
230.5,3300
230.5,5050
230.5,7800
230.7,6450
230.8,2400
231.1,9950
231.2,5500
231.2,8200
231.3,350
231.5,4800
231.8,2950
232.1,1400
232.5,100
232.5,2800
232.6,3000
233,3650
233.2,7650
233.5,2000
233.5,9050
233.6,5750
233.6,7250
233.8,2150
233.8,2550
233.8,6550
233.8,9300
233.8,9750
233.9,5850
234.2,7850
234.3,8950
234.4,1600
234.5,7000
234.5,7550
234.6,2700
234.6,6650
234.7,1450
234.7,8550
234.9,9500
235.1,750
235.1,8400
235.1,9600
235.2,4550
235.5,2850
235.7,1750
235.9,8800
236.1,150
236.2,5450
236.2,8350
236.4,6800
236.6,1000
236.8,550
236.9,4700
236.9,7300
237.1,1650
237.2,2750
237.6,4450
237.7,8850
237.8,4200
237.9,7600
237.9,8150
238,6500
238.1,2450
238.7,4900
238.7,5700
238.7,7050
238.9,6900
238.9,6950
239.2,8750
239.3,7950
239.5,2200
239.5,4400
239.6,4250
239.6,5100
239.7,2650
239.7,6750
240,4950
240,5650
240.1,9450
240.2,3900
240.2,8600
240.3,5400
240.4,4350
240.4,7450
240.4,7750
240.5,3450
240.5,3750
240.6,1150
240.8,3550
240.9,200
240.9,4000
241,6200
241.2,2900
241.6,2950
241.6,4050
241.6,5350
241.6,9400
241.8,4300
241.9,8250
242,5800
242.7,1550
242.7,4550
