t,neuron
442.8,4150
442.9,9950
443,11050
443.1,350
443.1,11550
443.2,3950
443.2,4350
443.2,8750
443.7,10850
443.8,4450
443.8,11950
443.9,6850
444.2,6250
444.2,12450
444.5,10650
444.6,450
446.2,8150
446.8,2550
446.8,9650
446.9,5550
447.1,7850
447.2,8550
447.3,8450
447.6,10150
449.5,11050
450.1,5050
450.3,10250
450.4,6550
450.5,2450
450.6,2350
450.8,2050
450.8,5850
450.9,7650
451,2850
451.3,7250
452.3,9050
452.5,1450
452.5,5450
452.6,750
452.6,3450
452.8,8050
453,4650
453.2,10750
453.3,6850
453.5,4150
453.5,6050
453.7,850
453.7,7150
453.8,4750
453.9,7750
454,3550
454.3,9450
454.6,6450
454.8,5750
454.9,10950
455.1,1550
455.2,11350
455.5,3950
455.6,9150
455.7,5350
455.8,4350
455.8,7050
456,1950
456,9950
456.1,9350
456.7,250
456.9,2550
457,8650
457,8750
457.1,3750
457.1,10550
457.3,3250
457.4,4550
457.5,2450
457.5,7850
457.6,1650
457.6,6150
457.6,11050
457.7,7550
457.9,5150
458,8850
458.2,5450
458.8,4450
459,1250
460.9,8550
461.1,9850
461.1,11150
461.3,2750
461.3,7650
461.3,11650
461.5,4950
461.5,12450
461.6,10950
461.7,2950
461.9,1850
461.9,2050
462.2,10250
462.3,4150
462.3,9350
462.5,7950
462.7,650
462.9,6350
463.1,3750
464.5,3150
464.9,12250
465.9,12050
466.7,2650
467,6050
467.8,8050
467.8,8350
468.2,5850
468.4,750
468.4,9950
468.5,350
468.5,4650
468.5,9050
468.6,6450
468.7,2850
468.7,11050
469,9650
469.5,9150
470.1,2450
470.3,1150
470.6,450
470.6,2350
470.6,3950
470.6,10150
470.8,10250
470.9,5350
471,4350
471.4,3450
471.6,7450
471.6,8450
471.7,5950
471.8,8150
472,2050
472.2,2950
472.2,10450
472.7,11850
473,50
473,11750
473.1,8550
473.2,7250
473.6,5150
473.6,7050
473.9,250
473.9,6150
474,4850
474.5,1350
475.2,4950
475.5,7850
475.7,2150
475.8,1250
475.8,10850
475.9,5550
475.9,11950
476.4,6550
476.8,6250
477,650
477,10550
477.1,4550
477.1,5750
477.4,7750
478.1,4150
478.4,2450
479.1,3550
479.2,4350
479.4,5450
479.5,10750
479.6,8950
479.7,1450
479.7,1650
479.8,6950
479.9,11550
480.1,11650
480.2,10350
480.3,2550
480.3,5050
480.3,5850
480.4,150
480.4,6850
480.5,850
480.6,2650
480.7,9150
480.9,4650
480.9,6050
481.4,3450
481.4,5950
481.6,10950
481.8,2350
481.8,11050
481.8,11750
481.8,12450
482,3350
482.2,9950
483.2,11450
483.4,6650
483.4,9050
483.5,4150
483.5,5350
483.7,9350
483.9,750
484.6,8050
484.7,4750
484.8,50
485.5,7250
485.5,7850
485.8,10650
486.1,1550
486.1,12050
486.6,3750
486.7,4450
486.8,2150
487,2050
487,5650
487.1,10250
487.3,8650
487.4,3950
487.5,3250
487.6,4550
487.9,12250
488.3,8750
488.3,9850
488.9,10750
489.1,9650
489.6,5450
490.8,2850
490.8,2950
490.9,1150
491.3,4350
491.5,11050
491.7,11950
492.1,2350
492.1,6850
492.6,650
492.8,5150
493.4,4850
493.4,5750
493.5,1650
494.1,8150
494.1,9450
494.3,3650
494.4,11850
494.5,1750
494.5,4650
494.5,8450
494.7,10150
494.9,4150
495.4,6050
495.4,6550
495.5,4950
495.9,1350
496.2,3050
496.2,10950
496.6,3450
496.6,11750
497.6,7650
498.1,2050
498.5,5850
498.7,8050
499.3,9050
499.5,2450
499.5,3950
499.5,5950
499.7,9150
500.1,7850
500.5,2650
500.5,8950
500.6,50
500.6,2550
500.7,4550
500.8,12450
501,350
501.1,5450
501.4,9650
501.8,11050
501.9,250
501.9,3550
502,4150
502.1,5150
502.2,2750
502.2,3450
502.2,5750
502.2,8350
502.5,4350
502.6,9250
502.8,12350
503.4,6450
503.4,10250
504,850
504.2,2850
504.4,450
504.8,4650
505.2,4950
505.2,12050
505.3,3150
505.4,3750
505.7,7250
505.8,7050
505.9,550
506,1650
506,9150
506.1,7950
506.1,9350
506.1,11850
506.2,9450
506.4,6150
506.4,9950
506.4,12250
506.6,9850
506.7,11650
507,6950
507.3,6250
507.3,7450
507.6,2050
507.9,1250
508.3,2950
508.4,5350
510.2,3950
510.7,10650
510.9,10750
511.2,8150
511.4,1550
511.4,7550
511.8,650
511.8,12450
511.9,10550
512.1,5550
512.9,8450
513.3,9050
513.4,11050
513.4,12150
513.6,8050
513.8,5050
514.1,8250
514.3,10950
514.5,3450
514.6,6850
514.6,10250
514.8,8750
514.9,4350
515,2450
515,6050
515.3,5450
515.5,350
515.5,2750
515.9,3550
515.9,8350
516,10350
516.2,4050
516.4,5850
516.5,850
516.5,2950
516.6,3350
516.6,11550
516.7,12250
516.8,7650
516.8,11450
516.9,9350
517,750
517.3,11150
517.5,9150
517.8,6550
518.5,6650
518.7,4550
520.1,8950
520.7,4650
521.6,5150
522,10850
522.1,9050
522.3,9450
522.7,3950
523,11950
523.1,11050
523.2,5350
523.3,1250
523.4,7750
523.8,3750
523.9,250
523.9,4450
524,3250
524.2,1750
524.2,2550
524.2,4850
524.2,5450
524.3,6150
524.5,3450
524.5,6450
524.8,9650
525.5,4950
525.6,4150
525.6,7250
525.7,1150
525.7,5750
526,12050
526.1,7850
526.5,5950
526.9,4350
527,2050
527,2450
527.3,1650
527.4,9850
527.9,8150
528.1,1350
528.1,4550
528.1,12350
528.7,4650
529.2,2950
529.2,10950
529.3,50
529.3,750
529.3,7050
529.8,6250
530.1,11750
530.6,6950
530.7,6850
531.5,6350
531.8,2850
532,8750
532.2,8550
532.2,12250
532.3,3950
532.4,10250
532.5,10150
532.8,8450
532.8,11550
533.3,9950
533.3,11050
533.4,8050
533.9,2350
534,3650
534,10650
534.3,5350
534.4,5150
534.5,5550
534.5,7550
534.7,850
534.7,3550
534.7,11150
534.8,650
534.8,5850
535.1,5750
535.3,5450
535.9,8250
536.1,4550
536.4,2050
536.6,9150
536.7,4350
537.1,10950
537.5,2550
537.8,6050
537.9,3450
538.3,9450
538.5,8650
538.8,11350
539.6,7150
539.7,50
539.7,750
540,4650
540.1,1250
540.1,3950
540.1,12450
540.2,2950
540.5,2650
540.6,6550
540.8,2450
540.9,11750
541.3,9950
541.6,9350
541.7,7850
541.9,2750
542.7,9050
542.9,150
542.9,4150
543.1,450
543.2,8350
543.5,3050
543.6,3250
543.6,6650
543.9,4850
544.2,7250
544.8,11850
545.3,2150
545.7,350
545.7,11050
546,4950
546.1,8450
546.2,6250
546.3,12050
546.4,250
546.4,3750
546.6,5450
546.7,11950
546.9,8850
547,10550
547.4,5950
547.6,7650
548.1,2050
548.1,8050
548.3,3550
548.3,5050
548.4,4350
548.7,10250
549.9,8750
550.8,6450
551.6,650
551.6,9150
552,7750
552,11550
552.1,5350
552.3,5150
552.8,10750
553.2,2550
553.6,2450
553.7,3450
553.8,4150
554,2850
554.2,10150
554.3,9650
554.3,10950
554.8,3950
555.3,9350
555.5,8450
555.8,12050
555.9,2350
556.8,6150
557,2050
557.4,1550
557.4,9050
557.5,9950
557.5,10250
557.8,4650
558,4950
558,6050
558.2,5850
558.5,6850
558.6,3650
558.6,5750
558.6,7850
559,6550
559.2,4350
559.9,7250
559.9,10450
560.1,8150
560.3,8950
560.4,4550
560.7,1650
560.8,1450
561.1,4150
561.3,8750
561.4,3750
561.5,8050
561.9,10650
562.2,2750
562.4,1250
562.6,2650
562.6,4750
562.7,9850
562.8,5450
563,3450
563,5550
563.1,9150
563.3,9650
563.6,50
564,9450
564.2,7950
564.2,11950
564.4,11050
564.4,11650
564.5,10250
565.1,3250
565.1,10850
565.4,3950
565.5,2450
565.6,7650
565.6,12250
565.7,11150
565.8,750
566.5,12450
566.8,5750
566.9,7850
567.6,850
568,6950
568.1,1350
568.1,3550
568.2,10350
568.3,4150
568.4,7050
568.8,650
569.4,8950
569.5,5150
569.5,8150
570.2,8650
570.4,3450
570.6,5950
571,1150
571,7550
571,8350
571,10050
571.1,9350
571.4,4450
571.4,4550
571.7,2050
571.8,12350
572.1,2850
572.1,4350
572.2,5050
572.3,7250
572.4,3150
573.1,10250
573.4,5850
573.6,5450
573.7,4650
574.6,5350
575,2950
575.1,4850
575.1,4950
575.1,6850
575.1,11050
575.4,11450
575.6,3750
575.7,9650
576.1,6050
576.1,6650
576.7,8550
576.8,3950
577,11350
577.8,11750
578.1,10650
578.3,4150
578.5,7450
578.8,2550
578.9,8050
578.9,8450
579.2,9150
579.3,11550
579.5,4350
579.6,9950
579.6,10950
579.8,50
579.8,6250
580.6,10550
580.8,2350
581,1650
581.5,450
581.7,1750
581.7,6150
581.8,6550
582,9050
582.4,2750
582.4,5750
582.6,3250
582.8,2450
582.9,7850
583,11050
584,2050
584.1,11850
584.3,3350
584.4,350
584.4,12450
584.5,750
584.7,6450
584.9,11150
585,9350
585.7,5950
585.8,3950
585.8,4650
587.1,10950
587.2,5150
587.3,9450
587.5,3450
587.7,5350
587.8,4850
587.8,4950
588.6,10150
588.7,10250
588.8,250
588.8,12050
589,1250
589.5,6050
590.2,8750
590.6,6850
590.6,12250
590.7,2850
591,5450
591.3,650
591.8,8050
592.1,2550
592.2,50
592.5,1550
592.6,5550
593.3,1350
593.4,850
593.5,1150
593.6,11050
593.8,7750
594.5,3050
594.5,4350
594.6,9650
594.9,12350
595.3,7250
595.9,10850
596.1,3450
596.1,9050
596.1,9850
596.1,10750
596.1,11950
596.2,6950
596.2,11750
596.3,4650
596.4,5850
596.4,8150
596.6,3750
596.8,2150
596.9,2450
596.9,7050
597.1,1450
597.1,2050
597.3,2350
597.3,5150
597.4,6050
597.5,4150
597.6,4550
597.7,2950
597.7,12050
597.8,10150
598.6,9150
598.7,3150
599.1,10450
601.1,3950
601.7,10250
601.8,3550
601.8,12450
602.1,1650
602.2,5750
602.6,750
602.7,7950
602.7,8350
603.2,7850
603.4,2650
603.5,1250
603.5,4850
603.5,9050
603.6,5050
603.9,8450
604,10950
604.2,650
604.3,3450
604.3,8950
604.4,3250
604.4,5450
605.1,4450
605.1,9950
605.2,350
605.3,9150
606.6,10550
606.7,5350
606.8,2050
606.8,4950
607.3,4150
607.4,2850
608.6,6250
608.7,8550
608.9,4350
609,250
609.1,2450
609.6,6550
609.9,8150
609.9,9450
610,3950
610,11850
610.1,10650
610.2,6050
610.4,5150
610.8,11050
611,3150
611,8750
611.3,3750
611.4,9350
611.5,8050
611.6,850
611.7,3050
612,6350
612.4,5850
612.5,4650
612.5,7250
612.7,3650
613,12050
613.1,10350
613.4,3550
613.4,7850
613.6,2350
613.9,4550
614.2,7150
614.3,5350
614.3,12450
614.5,11550
614.7,9950
614.7,12150
615.1,50
615.1,4750
615.6,10950
616.8,5450
616.9,650
617,5750
617,12350
617.4,10250
617.5,8450
617.7,2750
617.7,7050
618.3,12250
618.5,1150
618.5,4350
618.6,2450
618.6,11150
618.8,4850
618.8,10550
618.9,1250
619,3950
619,8050
619.1,6150
619.4,2050
619.5,750
619.5,8650
619.7,6850
619.7,10750
619.8,1650
619.8,2150
620,9150
620.7,4650
621,11050
621.5,2550
621.7,11750
621.9,10150
622.4,6550
622.6,9650
622.8,2950
622.8,5950
622.9,4950
623,9050
623.1,850
623.5,11450
623.5,12050
623.6,6250
624,1450
624,11650
624,11950
624.1,2850
624.1,7450
624.3,10450
624.6,4550
624.7,3450
626.3,10850
626.4,1550
626.5,4650
626.7,3250
626.9,9350
626.9,11550
628,9950
628.1,8950
628.2,6050
628.4,7650
628.4,12250
628.6,4350
628.6,8750
628.8,8150
628.9,7750
629.1,7850
629.1,10250
629.2,4150
629.2,4450
629.2,8550
629.3,5350
629.7,2450
629.7,5150
629.7,5550
629.8,750
629.8,7550
630,5050
631,7250
631.1,5850
631.2,7950
631.3,5650
631.5,3750
631.6,3450
632.6,12450
632.7,10950
632.9,8050
633,3950
633,9250
633.6,5450
633.8,8850
634,8450
634.2,11050
634.6,2050
635,11150
635.1,9450
636,2550
636.1,4850
636.2,350
636.2,6850
636.3,9050
636.7,3650
637.1,4350
637.6,8350
638.5,12050
638.8,10250
639.2,6150
639.2,6950
640.1,5450
640.3,3450
640.7,250
640.8,2350
642,6650
642.3,4150
642.4,3550
643.3,4550
643.3,4950
643.5,1250
643.5,9150
643.8,650
643.8,1050
643.8,6050
644.1,3950
644.1,9650
644.3,11050
644.4,450
644.4,2450
644.4,4650
644.5,550
644.5,8250
644.6,4750
644.7,9950
644.8,6850
645.1,6450
645.6,1650
645.7,7750
645.9,1150
646,850
646.7,8050
647,2050
647.2,2750
647.4,5750
648.2,9350
648.3,8750
648.4,5350
649,2950
649.1,3050
650,4150
650,7650
650.3,11750
650.6,2850
650.6,5150
650.6,10250
651,9850
651.3,3750
651.4,50
651.4,7050
651.5,6550
652.3,3250
652.4,2350
652.4,10950
652.6,8150
652.7,9050
652.7,9450
652.7,11350
652.8,12450
653.2,10550
653.4,5050
653.5,1550
653.5,8450
653.6,11050
653.7,3350
653.7,5450
653.9,7250
654.1,3450
654.2,2650
654.2,4550
654.2,6350
654.2,10750
654.3,2450
654.4,2150
654.7,650
654.7,3950
654.7,12250
654.8,7850
654.9,8950
655.3,1350
655.4,4450
655.4,4850
655.5,12050
655.6,3550
655.6,4350
655.8,1650
656.3,6050
656.5,9150
656.5,12150
656.6,6250
657.1,2050
657.2,6450
657.2,7550
657.3,4650
657.5,6850
657.6,11550
658.8,8050
659.4,4950
659.5,8350
660.6,7950
660.6,10450
660.7,7750
661.1,9950
662,5950
662.2,1250
662.6,10250
662.8,7250
663,5150
663.2,750
663.3,10650
663.3,11950
663.7,4350
663.7,5450
664,12350
664.1,550
664.3,3450
664.3,5850
664.4,3950
664.4,6950
664.5,12050
664.7,9250
664.8,3150
664.8,8550
664.9,1450
664.9,5750
664.9,11050
665,10350
665.1,2450
665.5,2550
666.1,12250
666.6,9350
666.8,10150
666.9,50
666.9,4850
667.1,2050
667.1,2150
667.1,2950
667.2,8150
667.5,350
667.9,2850
667.9,12450
668.5,11850
668.7,650
668.7,4150
669.1,6250
669.3,4750
669.3,6050
669.5,8450
669.7,9650
669.7,10850
669.9,5350
670.1,10950
670.2,1150
670.6,4550
671.3,7250
671.6,2650
671.6,10250
671.9,7850
672,6150
672.6,5550
672.6,8050
672.7,3950
672.8,2350
673.3,9050
673.6,7050
674.3,3550
674.5,9150
674.6,250
674.6,4650
674.7,3050
674.8,3750
674.8,6850
674.8,11450
675,6650
675,9950
675.5,8950
675.6,2050
675.6,3450
675.6,5950
676,11750
677.1,4450
677.4,11050
677.8,750
678,4150
678.1,8650
678.5,5450
678.7,2550
678.8,9350
679.1,2450
679.2,9850
679.5,7650
679.7,4350
679.9,10550
680,850
680,8750
680.1,1250
680.3,11550
680.4,5850
680.4,8850
681,1350
681,2150
681.2,250
681.2,3950
681.2,5750
681.2,8150
681.4,2750
681.4,6050
681.4,10750
681.5,5150
682.5,4850
684.7,50
684.7,10650
685.1,4950
685.3,450
686.7,9050
687.4,11350
687.5,2350
687.6,3350
687.8,10950
688,12250
688.2,12450
688.4,1650
688.7,6450
688.8,8350
688.9,2850
689.2,9450
689.3,5050
689.3,7850
689.5,8050
689.5,9950
689.6,11150
689.7,3650
689.8,3950
689.9,8150
690.2,3450
690.2,4650
690.3,3750
690.3,6150
690.7,2550
690.7,10250
690.8,10350
690.8,12050
690.9,9150
691.3,7950
691.8,11750
691.9,11050
692,2050
692.2,4150
692.2,4350
692.3,3250
692.4,5150
692.4,11950
692.7,8250
693.4,150
693.4,4550
694.2,2450
694.3,3550
694.5,5450
694.9,7650
695.1,1450
695.5,4850
695.6,2950
695.8,1550
696,1350
696.2,2750
696.2,6050
696.4,5350
696.7,10850
697.3,2650
697.7,650
698.3,2350
699.2,2050
699.3,50
699.3,10150
699.4,6850
699.5,7250
700.1,5850
700.2,7050
700.3,8750
700.5,1250
700.5,2850
700.5,9650
700.9,10550
701.1,10750
701.6,11450
701.7,3950
701.8,8050
701.9,11550
702,7750
702,8950
702.2,9050
702.4,5750
702.7,4650
703.2,6550
703.4,9450
703.7,2150
703.9,12450
704,12350
704.1,7450
704.2,8450
704.5,3550
704.5,5350
704.6,11650
704.7,6450
704.8,11050
704.9,10950
704.9,11750
705.4,6250
705.4,7850
705.5,7550
705.6,4350
705.8,2950
706,5550
707,3450
707.3,8550
708.4,9950
708.5,750
708.9,2450
709.3,3750
709.6,10250
709.7,4950
709.7,9150
709.7,12050
709.8,6050
709.9,850
710.4,9350
710.8,10850
710.9,2550
711,6850
711,11250
711.2,4850
711.4,1650
711.4,12250
711.6,11850
711.7,7250
711.8,4450
711.9,4150
712,1150
712,5950
712.1,5050
712.2,3050
712.4,5450
712.4,8150
712.6,2050
712.6,5850
712.6,6950
712.7,5150
713.1,4550
713.2,4350
713.5,350
714,3950
714.6,2650
715.3,7850
716.2,11050
716.3,5750
718.2,12450
718.6,8750
718.7,2850
718.8,4650
718.8,9050
719,11950
719.3,450
720,9450
720.1,50
720.1,3450
720.3,6150
720.3,10250
720.5,6550
720.8,1450
720.9,1350
721,12250
721.2,10650
721.3,10150
721.7,550
721.7,4950
721.7,8050
721.7,8850
722,5550
722.1,2050
722.7,8650
722.7,9850
722.8,5350
722.8,7050
722.8,11750
723,2950
723,3550
723.1,1250
723.2,7750
723.7,5850
723.9,3650
723.9,7950
724,1550
725.1,3950
725.2,12050
725.8,2350
725.9,1650
725.9,7650
726.5,250
726.6,8950
726.8,6050
726.9,2550
727.1,2450
727.2,4350
727.2,8450
727.2,10550
727.5,5050
727.5,5450
728.3,6250
728.4,4150
728.6,11550
728.8,650
729.1,5750
729.1,9950
730.4,9150
730.5,3350
730.7,10750
731,3550
731,12350
731.1,5150
731.2,8350
731.6,7850
731.6,8550
731.7,2150
731.7,10250
732.2,350
732.2,6550
732.2,7250
732.2,9350
732.3,8150
732.4,6850
732.4,11050
732.9,1650
732.9,10150
733.1,3250
733.8,11950
734.1,9450
735.1,3750
736.1,1350
736.4,6350
736.7,1250
736.8,2850
736.9,7550
737,4550
737.2,4350
737.2,12050
737.7,850
737.7,2350
737.9,6650
738.1,4150
738.2,9650
738.4,5450
738.5,10850
738.6,5350
738.9,2050
739,9250
739.1,10350
739.3,4650
739.5,11750
739.6,4450
739.6,7850
739.6,10250
739.6,12250
739.7,2950
739.8,7450
740.1,2650
740.1,3450
740.1,5550
740.2,50
740.2,1750
740.2,4950
740.2,10450
740.4,9150
740.5,6450
740.5,10650
740.9,10950
741.1,7050
741.1,8250
741.4,5150
741.6,3250
741.9,7250
742,6050
742.7,3950
744,8050
744.1,6550
745.7,9050
745.9,6850
746,6150
746,9950
746.1,5350
746.1,8550
746.1,10750
746.2,8950
746.4,4850
746.9,2450
746.9,12450
747.2,10250
747.3,250
747.3,1150
747.3,3550
747.3,10150
747.5,4350
747.6,3750
747.6,5850
747.6,8150
747.7,1650
747.7,11650
748.2,4150
748.2,7850
748.5,5750
748.5,7250
748.5,9450
750.3,3950
750.8,8450
751.2,2950
752,11150
752.4,10950
752.7,6950
752.9,2750
753,2050
753.5,50
753.5,750
753.5,12050
753.6,9850
753.7,2350
754,3150
754,4950
754.1,650
754.1,1250
754.1,11050
754.3,5550
754.3,7750
754.6,9350
754.6,11850
754.8,2850
754.8,5050
755,12350
755.1,4550
755.2,8750
755.3,5850
755.3,6050
755.3,11750
755.4,8950
755.6,1450
755.6,9650
756.3,3450
756.4,5450
759.5,7850
759.7,5150
760.1,4650
761.1,3650
761.4,9150
761.5,4350
761.8,3050
761.8,6850
761.8,10750
762,4450
762,9850
762.2,850
762.5,11450
762.6,9050
762.6,10150
763,2450
763,10250
763,11550
763.1,8150
763.8,7250
764.1,3950
764.4,450
764.4,2150
764.4,8050
764.5,1150
764.5,4150
765.1,9950
765.4,5350
765.5,7050
765.5,8350
765.6,350
765.9,4850
766.4,8750
766.5,1650
766.9,2550
767.1,12250
767.2,3550
767.9,7850
768,5950
768.1,11950
768.7,3350
768.9,750
769.5,2050
769.9,4950
770,12450
770.1,11050
770.3,8550
770.3,9350
770.3,9450
770.8,6250
770.9,11750
771,7450
771,7650
771.1,6150
771.3,7550
771.4,2850
771.5,4650
771.5,6450
771.6,5750
771.9,4550
771.9,8650
772,5850
772.2,10750
772.4,10950
772.8,1050
773.1,50
773.4,5450
773.4,6550
773.4,8950
773.8,3450
774.3,3950
774.6,12050
774.8,650
775,4350
775.1,9150
775.5,6050
775.6,5150
776,5350
776,8050
776.2,2350
776.2,11350
776.8,5050
776.9,9650
776.9,10550
777,9250
777.2,4850
777.2,7250
777.3,250
777.5,1250
777.5,4450
777.6,850
777.6,2650
778.1,4150
778.1,10250
779,6850
779.4,3750
779.7,1150
779.8,2950
780.3,10850
781.3,8750
781.5,50
781.7,1950
781.7,11050
781.9,2450
781.9,3550
782,3950
782.1,5550
782.3,3650
782.4,2750
782.7,6950
782.8,2050
783,11850
783.5,6450
783.6,9050
783.7,2550
783.7,7850
783.8,4950
783.9,12250
784.2,12350
784.3,3450
784.3,4350
784.5,6150
784.6,5850
784.6,11650
784.8,2850
784.9,5450
785.2,4750
785.5,4650
785.5,4850
785.7,10950
787.3,8050
787.8,7950
787.8,9350
787.9,6850
787.9,7250
788.4,4550
788.7,1550
789.2,8450
789.4,450
789.4,12450
789.5,1350
789.7,3750
789.8,1650
789.9,9850
790,9950
790.1,11050
790.5,10450
790.6,11750
790.7,3250
791.1,10250
791.1,10350
791.3,8150
791.3,11150
791.7,3950
791.8,650
791.8,6050
791.9,4150
791.9,5750
791.9,9150
792.2,7150
792.3,4350
792.3,5350
792.3,8350
792.5,1250
792.5,11550
792.6,1450
792.9,2050
793.8,3450
794,5150
795.3,8950
795.5,2350
795.6,9450
795.8,2150
796.1,350
797.7,3350
797.7,3550
797.9,5050
798,9050
798,10650
798.2,2450
798.5,5750
798.7,6950
798.7,11950
798.8,2950
798.8,3050
798.8,9350
798.8,10950
798.9,2650
798.9,6550
798.9,7050
799,12050
799.1,6150
799.1,10250
799.2,6450
799.2,7550
799.3,2550
799.4,5450
799.4,6250
799.4,7750
799.6,11450
799.8,4450
799.8,4850
799.9,7850
800.1,750
802.5,50
802.5,4650
803.1,6050
803.7,5550
803.8,1350
803.8,8050
803.9,8650
804.5,4350
805,10150
805.6,8150
805.7,7250
806,6650
806,12450
806.1,11050
806.2,3950
806.2,5450
806.5,4950
806.7,5150
807,2050
807,11750
807.1,4150
807.2,5350
807.4,10250
807.6,2850
807.6,7050
807.8,1250
807.8,8750
808,10750
808,10850
808.4,650
808.6,2450
808.7,8450
809,3750
809.1,850
809.3,2750
809.6,2350
809.8,9150
810,5750
810.2,750
810.6,11550
812.2,3250
812.2,10550
812.4,6850
812.5,3450
813.4,1450
813.4,7650
813.8,6150
813.8,10950
814.2,3650
814.2,11850
814.5,11050
814.9,9050
815.1,5150
815.1,6250
815.2,7850
815.5,11150
815.6,2550
815.6,4350
815.6,9650
815.8,4650
815.8,5650
815.9,2050
816.2,4850
816.5,5850
816.6,5050
816.7,3950
817.3,2150
817.5,7950
817.8,4550
817.9,6550
818.4,9350
818.6,2950
818.7,9450
818.8,1650
819.4,50
819.4,250
819.5,3550
819.7,8950
820.1,1150
820.2,7250
820.2,7750
820.6,1350
820.7,2650
820.7,12450
820.9,3350
821.2,10450
821.6,5350
821.7,9150
821.8,2050
822.3,12050
822.7,4450
823,4050
823,5450
823.3,4950
823.4,4150
823.4,10250
823.5,9050
823.6,650
824.4,4350
824.4,8450
824.6,9950
824.8,6050
825.1,2450
825.2,3450
825.2,3950
825.4,8050
825.6,5550
825.9,7750
826,11050
826.2,11950
826.5,3750
827.2,850
827.3,10150
827.4,8150
827.9,750
828,12350
828.1,11350
828.4,11450
828.7,3550
828.8,8750
828.9,7850
828.9,10950
828.9,12250
829.1,4650
829.1,10750
829.2,1850
829.2,6150
829.3,1650
829.3,5950
829.3,11550
829.4,12150
829.5,9250
829.7,150
829.7,8550
829.8,350
829.8,6650
829.8,7150
829.8,10550
830,6050
830.2,6450
830.2,6950
830.4,6850
830.6,12450
831.2,5450
831.3,2350
832.1,9650
832.5,4550
832.7,5350
833.2,2850
833.3,3950
833.3,8050
833.5,4150
833.7,10050
833.8,2050
833.8,10850
834.2,7050
834.3,9850
834.6,10250
834.8,550
834.9,4950
835,2550
835,3250
835,5750
835,8950
835,9150
835.1,11750
835.4,2950
835.9,9350
836.2,50
837.1,10550
837.3,6550
838.8,5150
839.3,2450
839.4,4850
839.4,11650
839.5,5050
839.8,11050
840.1,1250
840.1,10950
840.2,3450
840.2,11850
840.5,450
840.5,2750
840.6,3050
840.7,6050
841,7850
841.1,4350
841.2,650
841.2,7250
841.2,7550
841.3,4650
841.3,5450
841.3,9950
841.6,3150
841.6,10350
841.7,9450
841.7,12050
843.3,250
843.9,10250
844.3,3750
844.4,3550
845.1,5350
845.4,7950
846,6250
846,7650
846.4,6950
846.6,4350
847,8450
847.2,50
847.2,3950
847.5,1150
847.6,8050
847.9,5750
848.1,5850
848.6,3450
848.8,6450
849.1,8150
849.1,9050
849.2,12450
849.7,12150
849.9,650
850,2050
851,1650
851.2,350
852.5,4650
852.8,10450
852.8,11050
852.9,850
853.3,6050
853.3,6850
853.3,9150
853.4,2550
853.5,4150
853.5,7650
853.8,2150
854.3,4950
854.5,7850
854.6,3250
854.9,10150
855,4850
855,9450
855,12050
855.2,5550
855.2,10950
855.3,9950
855.6,5950
855.8,7250
855.8,7750
855.9,6150
855.9,11150
856,8650
856.3,2450
856.4,1250
856.4,6550
856.6,5450
856.6,11850
856.8,2650
857,8750
857.2,10750
857.3,2950
857.4,10850
857.6,2050
857.7,2850
858,10250
858.6,5750
859.4,5150
859.6,1550
859.6,12450
859.8,3950
859.9,9250
860,4450
860.8,4550
861.5,5350
861.6,8050
861.9,8150
862.6,3050
862.8,3550
862.9,2350
862.9,9050
863.1,7650
863.2,750
863.3,6050
863.3,9650
863.4,4350
863.5,6650
863.6,1350
863.8,9150
864,8350
864.2,5850
864.2,8950
864.5,9850
864.6,3750
864.6,7550
865.2,4150
865.2,4650
866.3,6450
867.1,11050
867.7,11550
867.9,10650
868.4,12250
869,8450
869.3,3950
869.3,6950
870,2750
870.2,12350
870.5,10150
870.5,11950
870.7,50
871.1,3450
871.8,350
872.6,6150
872.6,12450
873,10550
873.1,5350
873.1,5750
873.2,9350
873.3,10250
873.6,9950
874.4,8050
874.4,10950
875.1,7450
875.2,5950
875.3,5850
875.3,6250
875.4,7850
875.7,9150
875.8,4150
876.7,11750
876.9,5550
877,9650
877.1,2050
877.1,8550
877.2,6050
877.4,850
877.5,1650
877.6,5450
877.7,1950
877.7,2450
877.7,6850
877.9,3350
878.1,6550
878.2,4650
878.2,9050
878.3,10750
878.4,7750
878.4,11150
878.6,8750
878.6,9450
878.7,8150
878.8,4350
878.8,4750
878.8,12050
879,650
879,1250
879,8350
879,10850
879.2,750
879.2,4550
879.2,12150
879.6,5050
879.7,3550
879.8,3450
880,5150
880.7,11050
881.1,11550
881.5,8650
881.6,3950
881.7,7050
881.9,11450
882.2,4450
882.3,10250
882.9,3650
883,4850
883.1,7850
883.6,1350
883.6,2950
883.6,11950
883.7,9050
884,2850
884.2,11350
884.5,2350
884.7,3150
884.7,8950
884.8,4950
884.8,5750
885.1,3250
885.3,3750
886.6,7250
886.7,9950
886.8,9350
887.7,4650
887.8,10950
888.1,2450
888.1,10350
888.8,4150
888.8,8450
889,9450
889.2,1450
890.2,2150
891,5350
891.3,2050
891.6,12450
891.8,10150
891.9,11750
892,3450
892.1,4350
892.3,8950
892.6,6850
892.8,350
892.8,5950
892.9,11050
893,9150
893.3,1250
893.3,5450
893.5,10550
893.6,750
893.6,4550
893.7,50
893.7,3550
893.7,3950
893.7,7550
893.8,7750
893.9,2550
